gene_id	acronym	PRODUCT	GO	EC	ACTIVITY	KINASE	BEST_HIT	BEST_SCORE	PUBMED	IPR
MtrunA17Chr3g0087971	MtNCR241	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0108911	MtNCR242	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0021161	MtNCR243	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0400261	MtNCR244	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0087951	MtNCR245	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0226691	MtNCR246b	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0423671	MtNCR247	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0022124	MtNCR249	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0022134	MtNCR249b	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	"PMID:28438996|PMID:29030416|P. Gamas, unpublished"	putative Late nodulin
MtrunA17Chr4g0022144	MtNCR249c	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	"PMID:28438996|PMID:29030416|P. Gamas, unpublished"	putative Late nodulin
MtrunA17Chr6g0475821	MtNCR250	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0302921	MtNCR252	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0300381	MtNCR254	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0174621	MtNCR259	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0173791	MtNCR260	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029571	MtNCR261	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0003676;GO:0003824;GO:0046872;GO:0006259	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425221	MtNCR262	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0089971	MtNCR263	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0024251	MtNCR264	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0418951	MtNCR265	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0428731	MtNCR266	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0309971	MtNCR269	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0244091	MtNCR270	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0264701	MtNCR271	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0353101	MtNCR272	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0423711	MtNCR273	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0020381	MtNCR274	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0308621	MtNCR277	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029561	MtNCR278	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0352081	MtNCR279	Nodule-specific Cysteine-Rich peptide	GO:0016616	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr7g0265281	MtNCR280	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0094101	MtNCR281	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0006301	MtNCR282	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0089891	MtNCR284	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0333601	MtNCR285	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0426081	MtNCR286a	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0224321	MtNCR287	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0220031	MtNCR289	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424911	MtNCR291	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0028381	MtNCR293	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032911	MtNCR294	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0099811	MtNCR295	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0431041	MtNCR297	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0031231	MtNCR298	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0352061	MtNCR299	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0237541	MtNCR300	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0083131	MtNCR301	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0099831	MtNCR302	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0026471	MtNCR303	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0429361	MtNCR304	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0302891	MtNCR305b	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0018061	MtNCR306	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0423641	MtNCR307	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0011031	MtNCR309	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0090191	MtNCR310	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029811	MtNCR312	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029771	MtNCR313b	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0429381	MtNCR315	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425861	MtNCR316	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0167511	MtNCR317	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0013911	MtNCR318	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0013931	MtNCR319	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0431781	MtNCR321	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0463011	MtNCR322	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0244021	MtNCR325	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0244011	MtNCR326	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0243991	MtNCR327	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0487941	MtNCR329	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0446351	MtNCR330	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032681	MtNCR332	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032641	MtNCR333	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425901	MtNCR334	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0012211	MtNCR335	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0004674;GO:0005524;GO:0030247;GO:0006468	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0080311	MtNCR336	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0240351	MtNCR337	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0400281	MtNCR338	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0220061	MtNCR340	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0467551	MtNCR341	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0467511	MtNCR343	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0467581	MtNCR344	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0467571	MtNCR345	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0185451	MtNCR346a	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0228671	MtNCR348	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0233971	MtNCR349	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0233991	MtNCR350	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0240331	MtNCR351	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0249861	MtNCR352	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0007911	MtNCR354	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029881	MtNCR355	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr4g0005761	MtNCR357	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0014011	MtNCR358	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0481401	MtNCR359	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0031111	MtNCR360	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr8g0371861	MtNCR361	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0217891	MtNCR362	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424061	MtNCR363	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0430871	MtNCR365	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0233981	MtNCR369	Nodule-specific Cysteine-Rich peptide	GO:0005737;GO:0016021;GO:0000175;GO:0003723;GO:0046872;GO:0090503	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0099021	MtNCR370	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0012431	MtNCR371	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr7g0217201	MtNCR372	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0004518;GO:0046872;GO:0006281;GO:0090305	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0423451	MtNCR374	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0168921	MtNCR375	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424421	MtNCR376	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0406731	MtNCR377	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0426751	MtNCR379	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0164471	MtNCR381	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424321	MtNCR382	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0426831	MtNCR383	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0423651	MtNCR384	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424371	MtNCR385	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0233891	MtNCR386	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0252671	MtNCR387	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0242331	MtNCR388	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0085051	MtNCR389	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0165381	MtNCR391	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0172371	MtNCR392	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0168261	MtNCR393	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0187294	MtNCR395	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0302354	MtNCR396	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr2g0304181	MtNCR397	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0304581	MtNCR398	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0307891	MtNCR399	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0310711	MtNCR400	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0310691	MtNCR401	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0241111	MtNCR402	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0309661	MtNCR403	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0083111	MtNCR406	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0085001	MtNCR407	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0087531	MtNCR410	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0106311	MtNCR411	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0087001	MtNCR412	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0086761	MtNCR413	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0103511	MtNCR414	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0122801	MtNCR417	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0122141	MtNCR418	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0094191	MtNCR419	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0006271	MtNCR420	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0006291	MtNCR421	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0264681	MtNCR422	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0006341	MtNCR423	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0232691	MtNCR424	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr4g0027871	MtNCR425	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029651	MtNCR426	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0233011	MtNCR427	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029641	MtNCR428	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029411	MtNCR429	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0408671	MtNCR432	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0408681	MtNCR433	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
